epoch,step,train_kld,train_loss,train_recon_loss
1,35,0.003734847530722618,1.4994497299194336,1.4957149028778076
1,36,0.0037094722501933575,1.5655479431152344,1.5618385076522827
1,37,0.0036652740091085434,1.5851649045944214,1.5814995765686035
1,38,0.003655089996755123,1.6614034175872803,1.6577483415603638
1,39,0.0036335447803139687,1.5029125213623047,1.4992790222167969
1,40,0.0036373562179505825,1.5810531377792358,1.5774158239364624
1,41,0.0036464869044721127,1.5759515762329102,1.5723050832748413
1,42,0.0035979198291897774,1.59238600730896,1.5887880325317383
1,43,0.003599930787459016,1.564856767654419,1.5612568855285645
1,44,0.0035336269065737724,1.6869451999664307,1.6834115982055664
1,45,0.0035496943164616823,1.6444391012191772,1.6408894062042236
1,46,0.003564942628145218,1.5886558294296265,1.5850908756256104
1,47,0.0035428162664175034,1.595306396484375,1.5917636156082153
1,48,0.0035213767550885677,1.6228363513946533,1.6193150281906128
1,49,0.003504659980535507,1.6171144247055054,1.613609790802002
1,50,0.003486011177301407,1.564958095550537,1.5614720582962036
1,51,0.003487779526039958,1.5226413011550903,1.5191534757614136
1,52,0.003484036074951291,1.63013756275177,1.6266535520553589
1,53,0.003448207164183259,1.593633770942688,1.590185523033142
1,54,0.0034642135724425316,1.5469930171966553,1.5435287952423096
1,55,0.003450722200796008,1.4876917600631714,1.484241008758545
1,56,0.003403879702091217,1.5474731922149658,1.5440692901611328
1,57,0.0034234742633998394,1.4935131072998047,1.4900896549224854
1,58,0.0034063602797687054,1.5914095640182495,1.588003158569336
1,59,0.0034105645027011633,1.5210745334625244,1.5176639556884766
1,60,0.0034351968206465244,1.513632893562317,1.510197639465332
1,61,0.003402415895834565,1.508557677268982,1.5051552057266235
1,62,0.003432745113968849,1.4904463291168213,1.487013578414917
1,63,0.0034544665832072496,1.5338720083236694,1.530417561531067
2,64,0.003463153727352619,1.5904371738433838,1.586974024772644
2,65,0.0034436918795108795,1.3862643241882324,1.3828206062316895
2,66,0.0034525657538324594,1.469503402709961,1.4660508632659912
2,67,0.0034531690180301666,1.555700659751892,1.5522475242614746
2,68,0.003448094706982374,1.496134877204895,1.4926867485046387
2,69,0.003531502094119787,1.470404028892517,1.4668725728988647
2,70,0.003499225713312626,1.446247935295105,1.4427486658096313
2,71,0.0035224524326622486,1.447212815284729,1.4436904191970825
2,72,0.003550228662788868,1.4487464427947998,1.445196270942688
2,73,0.003556425217539072,1.388895869255066,1.3853394985198975
2,74,0.003576864954084158,1.320942997932434,1.317366123199463
2,75,0.003614265937358141,1.4026687145233154,1.3990544080734253
2,76,0.003582337871193886,1.4027559757232666,1.399173617362976
2,77,0.0036253544967621565,1.4008607864379883,1.39723539352417
2,78,0.003646316472440958,1.3590925931930542,1.355446219444275
2,79,0.0036749953869730234,1.3962769508361816,1.3926019668579102
2,80,0.00368121056817472,1.3611712455749512,1.357490062713623
2,81,0.003695879830047488,1.3823091983795166,1.3786133527755737
2,82,0.003705438459292054,1.258434772491455,1.2547293901443481
2,83,0.003700848203152418,1.3143579959869385,1.3106571435928345
2,84,0.0037215971387922764,1.267372488975525,1.263650894165039
2,85,0.00372813967987895,1.255678415298462,1.2519502639770508
2,86,0.0037348195910453796,1.1993850469589233,1.1956502199172974
2,87,0.003746071131899953,1.197842001914978,1.1940959692001343
2,88,0.0037497214507311583,1.2244502305984497,1.2207005023956299
2,89,0.0037481035105884075,1.1509612798690796,1.1472132205963135
2,90,0.0037693167105317116,1.1816364526748657,1.1778671741485596
2,91,0.0037503873463720083,1.1589175462722778,1.1551671028137207
2,92,0.0037427986972033978,1.2011395692825317,1.1973967552185059
2,93,0.0037622973322868347,1.1053955554962158,1.1016333103179932
2,94,0.0037636265624314547,1.1183360815048218,1.1145724058151245
2,95,0.003730850061401725,1.1324907541275024,1.1287598609924316
3,96,0.0037845924962311983,1.1178251504898071,1.1140406131744385
3,97,0.0037795144598931074,1.182432770729065,1.1786532402038574
3,98,0.0038191480562090874,1.0859689712524414,1.082149863243103
3,99,0.0038590142503380775,1.071904182434082,1.0680451393127441
3,100,0.0038457748014479876,1.0749481916427612,1.0711023807525635
3,101,0.003964807838201523,1.0490096807479858,1.0450448989868164
3,102,0.004201916046440601,1.0826183557510376,1.0784164667129517
3,103,0.004333953373134136,1.150306224822998,1.1459722518920898
3,104,0.004581802990287542,1.0290722846984863,1.024490475654602
3,105,0.005392833612859249,1.0587674379348755,1.0533746480941772
3,106,0.005078067071735859,1.0344669818878174,1.0293889045715332
3,107,0.006684374064207077,1.0154919624328613,1.0088075399398804
3,108,0.007432742975652218,1.0374815464019775,1.0300488471984863
3,109,0.009836521930992603,1.0447766780853271,1.0349401235580444
3,110,0.00842280127108097,1.0223474502563477,1.0139245986938477
3,111,0.008680608123540878,1.0724297761917114,1.0637491941452026
3,112,0.009881466627120972,0.9864388704299927,0.9765573740005493
3,113,0.01222912035882473,0.9831892848014832,0.9709601402282715
3,114,0.013518230989575386,1.0446985960006714,1.0311803817749023
3,115,0.010991246439516544,0.9751467108726501,0.9641554355621338
3,116,0.012059580534696579,0.9699290990829468,0.9578695297241211
3,117,0.014014409855008125,1.0262786149978638,1.0122642517089844
3,118,0.011535928584635258,1.010901927947998,0.9993659853935242
3,119,0.010937264189124107,0.9971773624420166,0.9862400889396667
3,120,0.012823427096009254,0.920734703540802,0.9079113006591797
3,121,0.012986254878342152,0.9163364171981812,0.9033501744270325
3,122,0.011326150968670845,0.977717936038971,0.9663918018341064
3,123,0.01622684672474861,0.9732621312141418,0.9570353031158447
3,124,0.016930676996707916,0.8777981400489807,0.860867440700531
3,125,0.014889688231050968,0.9121904969215393,0.8973007798194885
3,126,0.01893448457121849,0.9859283566474915,0.9669938683509827
3,127,0.017198389396071434,0.8791531920433044,0.8619548082351685
4,128,0.01902073062956333,0.9608507752418518,0.941830039024353
4,129,0.017204247415065765,0.9051052331924438,0.8879010081291199
4,130,0.018943995237350464,0.896849513053894,0.8779054880142212
4,131,0.018001731485128403,0.8622764348983765,0.8442746996879578
4,132,0.015912622213363647,0.8288624286651611,0.8129498362541199
4,133,0.016621530055999756,0.9471547603607178,0.930533230304718
4,134,0.014693125151097775,0.8941537737846375,0.8794606328010559
4,135,0.016181522980332375,0.9366855025291443,0.9205039739608765
4,136,0.016599830240011215,0.8905163407325745,0.873916506767273
4,137,0.01954283006489277,0.9112821817398071,0.8917393684387207
4,138,0.019840270280838013,0.8275995254516602,0.8077592849731445
4,139,0.022334769368171692,0.9781392812728882,0.9558045268058777
4,140,0.01759592443704605,0.9223727583885193,0.9047768115997314
4,141,0.019607432186603546,0.8493854403495789,0.8297780156135559
4,142,0.02073190174996853,0.8453461527824402,0.8246142268180847
4,143,0.015379754826426506,0.8411445021629333,0.8257647752761841
4,144,0.017726048827171326,0.8838307857513428,0.8661047220230103
4,145,0.017650596797466278,0.8888959884643555,0.8712453842163086
4,146,0.01862221211194992,0.8474841713905334,0.8288619518280029
4,147,0.018683645874261856,0.8761865496635437,0.8575028777122498
4,148,0.01866595819592476,0.8876290917396545,0.8689631223678589
4,149,0.01823793537914753,0.8631874322891235,0.84494948387146
4,150,0.020177915692329407,0.8357136845588684,0.8155357837677002
4,151,0.023608185350894928,0.858203113079071,0.8345949053764343
4,152,0.023716699331998825,0.907293975353241,0.883577287197113
4,153,0.024637605994939804,0.8472557663917542,0.8226181864738464
4,154,0.0237444881349802,0.872063398361206,0.8483189344406128
4,155,0.024358609691262245,0.8759053945541382,0.8515467643737793
4,156,0.027672816067934036,0.8147900700569153,0.7871172428131104
4,157,0.026667414233088493,0.8668959736824036,0.8402285575866699
4,158,0.02495885081589222,0.861806333065033,0.8368474841117859
4,159,0.02305346354842186,0.788257896900177,0.7652044296264648
5,160,0.027287455275654793,0.8164883255958557,0.7892008423805237
5,161,0.02620699256658554,0.8904693126678467,0.8642623424530029
5,162,0.0228875782340765,0.794856607913971,0.7719690203666687
5,163,0.022386856377124786,0.7227187156677246,0.7003318667411804
5,164,0.026215720921754837,0.7806645631790161,0.7544488310813904
5,165,0.023618852719664574,0.8226525187492371,0.7990336418151855
5,166,0.023338032886385918,0.8158196210861206,0.7924816012382507
5,167,0.022635191679000854,0.8454694747924805,0.822834312915802
5,168,0.021618042141199112,0.7811480760574341,0.7595300078392029
5,169,0.025316614657640457,0.8440274596214294,0.8187108635902405
5,170,0.022948071360588074,0.8189300894737244,0.7959820032119751
5,171,0.026935933157801628,0.8425074219703674,0.8155714869499207
5,172,0.026653029024600983,0.8288096785545349,0.8021566271781921
5,173,0.029855217784643173,0.7642456293106079,0.7343904376029968
5,174,0.030209630727767944,0.7520972490310669,0.7218875885009766
5,175,0.03197081387042999,0.7959089875221252,0.7639381885528564
5,176,0.03049854375422001,0.8656171560287476,0.8351185917854309
5,177,0.03304603695869446,0.7929422855377197,0.7598962783813477
5,178,0.03430896997451782,0.8419670462608337,0.8076580762863159
5,179,0.03487004339694977,0.8613805770874023,0.8265105485916138
5,180,0.028314784169197083,0.8112740516662598,0.7829592823982239
5,181,0.034142665565013885,0.8271970152854919,0.7930543422698975
5,182,0.038069143891334534,0.7937608957290649,0.7556917667388916
5,183,0.036892011761665344,0.8175306916236877,0.7806386947631836
5,184,0.03266676887869835,0.8003923892974854,0.7677256464958191
5,185,0.04146847873926163,0.7741796374320984,0.732711136341095
5,186,0.037405792623758316,0.7351522445678711,0.6977464556694031
5,187,0.037524640560150146,0.7889124155044556,0.7513877749443054
5,188,0.03339095413684845,0.7682584524154663,0.734867513179779
5,189,0.037485040724277496,0.7431355118751526,0.7056504487991333
5,190,0.03083111345767975,0.7549868226051331,0.7241557240486145
5,191,0.03871943801641464,0.678106963634491,0.6393875479698181
6,192,0.031813666224479675,0.7988338470458984,0.7670201659202576
6,193,0.03599907457828522,0.776604950428009,0.740605890750885
6,194,0.03587450087070465,0.7978526949882507,0.7619782090187073
6,195,0.033927932381629944,0.7260408401489258,0.692112922668457
6,196,0.03097054921090603,0.7876026034355164,0.7566320300102234
6,197,0.039458878338336945,0.7816242575645447,0.7421653866767883
6,198,0.03831220045685768,0.7328164577484131,0.6945042610168457
6,199,0.036217451095581055,0.7520745992660522,0.7158571481704712
6,200,0.03873509168624878,0.8097743391990662,0.7710392475128174
6,201,0.03838604688644409,0.7076037526130676,0.6692177057266235
