epoch,step,train_kld,train_loss,train_recon_loss
0,0,0.07826710492372513,1.673397421836853,1.5951303243637085
0,1,0.0645698755979538,1.6653766632080078,1.6008068323135376
0,2,0.05651206523180008,1.7668625116348267,1.7103503942489624
0,3,0.04937039315700531,1.6589109897613525,1.609540581703186
0,4,0.04276511073112488,1.580113410949707,1.5373482704162598
0,5,0.037702061235904694,1.7107688188552856,1.6730667352676392
0,6,0.03312017768621445,1.6332546472549438,1.6001344919204712
0,7,0.027034368366003036,1.6146169900894165,1.5875825881958008
0,8,0.024839065968990326,1.671007513999939,1.6461684703826904
0,9,0.022198155522346497,1.6283475160598755,1.6061493158340454
0,10,0.01821596547961235,1.6761959791183472,1.657979965209961
0,11,0.01580551266670227,1.637574315071106,1.621768832206726
0,12,0.014548646286129951,1.584981918334961,1.570433259010315
0,13,0.01333429291844368,1.6810555458068848,1.6677212715148926
0,14,0.011440960690379143,1.615332841873169,1.6038918495178223
0,15,0.010402694344520569,1.592102289199829,1.5816996097564697
